AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_RAIN,week,is_weekend,AVERAGE_DISTANCE_FREE,AVERAGE_TIME,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,weekday_sin,weekday_cos,hour_sin,hour_cos,month_sin,month_cos,year_sin,year_cos,day_sin,day_cos,DARK,LIGHT,céu limpo,céu pouco nublado,nuvens dispersas
42.3,1.0,86.0,13.0,1008.0,82.0,3.0,0,36,1,3637.7999999999997,87.0,41.813793103448276,0.486206896551721,-2.4492935982947064e-16,1.0,0.9790840876823228,0.20345601305263397,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,1,0,0,0,1
33.5,57.9,76.8,17.0,1016.0,82.0,4.0,0,49,1,2572.7999999999997,134.7,19.10022271714922,14.399777282850781,-2.4492935982947064e-16,1.0,-0.2697967711570244,0.9629172873477992,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.9680771188662043,-0.2506525322587204,0,1,0,0,1
37.9,17.1,80.8,14.0,1020.0,87.0,2.0,0,48,1,3062.3199999999997,97.9,31.28008171603677,6.61991828396323,-2.4492935982947064e-16,1.0,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.39435585511331855,0.9189578116202306,1,0,0,1,0
40.4,1.8,68.1,16.0,1014.0,93.0,1.0,0,7,1,2751.24,69.89999999999999,39.35965665236051,1.0403433476394852,-2.4492935982947064e-16,1.0,-0.6310879443260528,-0.7757112907044198,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.29936312297335776,-0.9541392564000489,1,0,0,1,0
44.2,0.0,85.8,12.0,1022.0,93.0,5.0,0,45,1,3792.36,85.8,44.2,0.0,-0.866025403784439,0.49999999999999933,-0.2697967711570244,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.8978045395707416,-0.4403941515576344,1,0,0,0,1
36.5,3.5,68.4,11.0,1012.0,82.0,2.0,0,37,0,2496.6000000000004,71.9,34.723226703755216,1.7767732962447838,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,1,0,0,1,0
48.6,9.3,83.6,16.0,1018.0,100.0,7.0,1,18,0,4062.96,92.89999999999999,43.734768568353076,4.865231431646926,0.0,1.0,-0.9422609221188204,-0.3348796121709864,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,1,0,0
41.2,0.0,90.2,11.0,1018.0,66.0,2.0,0,40,0,3716.2400000000002,90.2,41.2,0.0,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.5712682150947923,0.8207634412072763,1,0,1,0,0
33.6,25.8,72.2,19.0,1020.0,72.0,4.0,0,32,0,2425.92,98.0,24.754285714285714,8.845714285714287,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.05064916883871264,0,1,0,0,1
42.9,33.8,87.0,21.0,1017.0,53.0,2.0,0,43,0,3732.2999999999997,120.8,30.896523178807946,12.003476821192052,-0.8660254037844385,-0.5000000000000004,-0.8878852184023756,0.4600650377311516,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.8486442574947509,0.5289640103269624,1,0,1,0,0
39.9,41.2,81.3,29.0,1017.0,83.0,2.0,0,28,1,3243.87,122.5,26.480571428571427,13.419428571428572,-0.866025403784439,0.49999999999999933,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,0,1,0,1,0
44.8,0.0,81.4,15.0,1019.0,100.0,5.0,0,33,0,3646.72,81.4,44.8,0.0,0.0,1.0,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.48530196253108104,-0.8743466161445821,1,0,1,0,0
39.4,0.0,70.1,13.0,1024.0,93.0,5.0,0,21,1,2761.9399999999996,70.1,39.4,0.0,-0.866025403784439,0.49999999999999933,0.5195839500354336,0.8544194045464886,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,0,0,1
37.9,102.6,88.8,20.0,1015.0,68.0,3.0,0,37,0,3365.52,191.39999999999998,17.58369905956113,20.316300940438868,0.0,1.0,0.3984010898462418,-0.9172113015054528,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,0,1,1,0,0
51.5,0.6,75.9,18.0,1019.0,93.0,3.0,0,24,1,3908.8500000000004,76.5,51.096078431372554,0.403921568627446,-2.4492935982947064e-16,1.0,0.3984010898462418,-0.9172113015054528,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.10116832198743204,-0.9948693233918952,1,0,1,0,0
41.6,9.5,74.4,15.0,1020.0,93.0,1.0,0,6,0,3095.0400000000004,83.9,36.8896305125149,4.710369487485103,1.2246467991473532e-16,-1.0,0.9422609221188205,-0.33487961217098616,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,1,0,0
42.4,110.1,86.1,14.0,1018.0,93.0,3.0,0,42,0,3650.6399999999994,196.2,18.606727828746177,23.79327217125382,0.8660254037844387,-0.4999999999999998,0.730835964278124,0.6825531432186541,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.29936312297335776,-0.9541392564000489,0,1,1,0,0
33.2,16.2,74.3,12.0,1004.0,76.0,1.0,0,45,0,2466.76,90.5,27.257016574585638,5.942983425414365,0.8660254037844387,-0.4999999999999998,0.5195839500354336,0.8544194045464886,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.9884683243281114,0.1514277775045767,0,1,1,0,0
46.4,2.6,70.4,13.0,1026.0,100.0,2.0,0,31,0,3266.56,73.0,44.74739726027397,1.652602739726028,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.20129852008866006,0.9795299412524945,1,0,0,0,1
37.1,5.6,75.5,17.0,1014.0,72.0,0.0,0,33,0,2801.05,81.1,34.538224414303336,2.5617755856966653,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.10116832198743228,-0.9948693233918952,1,0,1,0,0
40.4,18.9,82.1,20.0,1016.0,82.0,1.0,0,49,1,3316.8399999999997,101.0,32.839999999999996,7.560000000000002,-0.866025403784439,0.49999999999999933,0.3984010898462418,-0.9172113015054528,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.9987165071710528,-0.05064916883871264,1,0,0,1,0
37.1,45.9,81.5,24.0,1013.0,78.0,2.0,0,44,1,3023.65,127.4,23.733516483516482,13.36648351648352,-0.866025403784439,0.49999999999999933,0.2697967711570243,0.9629172873477994,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.5712682150947923,0.8207634412072763,0,1,1,0,0
39.6,43.0,88.3,26.0,1020.0,25.0,3.0,0,38,0,3496.68,131.3,26.63122619954303,12.968773800456972,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.4853019625310808,-0.8743466161445822,0,1,1,0,0
45.1,0.0,88.3,11.0,1016.0,50.0,2.0,0,4,1,3982.33,88.3,45.1,0.0,-2.4492935982947064e-16,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,1,0,1,0,0
45.6,3.3,85.3,14.0,1022.0,87.0,2.0,0,43,1,3889.68,88.6,43.901580135440184,1.698419864559817,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.72479278722912,0.6889669190756865,1,0,1,0,0
42.1,0.0,88.4,15.0,1020.0,100.0,1.0,0,25,0,3721.6400000000003,88.4,42.1,0.0,0.8660254037844387,-0.4999999999999998,0.8169698930104421,-0.5766803221148671,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,1,0,1,0,0
33.5,49.9,76.7,17.0,1017.0,48.0,5.0,0,4,0,2569.4500000000003,126.6,20.29581358609795,13.20418641390205,-0.8660254037844385,-0.5000000000000004,0.3984010898462418,-0.9172113015054528,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,1,1,0,0
41.5,114.1,72.4,21.0,1015.0,87.0,5.0,0,32,1,3004.6000000000004,186.5,16.11045576407507,25.38954423592493,-2.4492935982947064e-16,1.0,-0.3984010898462412,-0.9172113015054532,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.6513724827222223,-0.758758122692791,0,1,0,0,1
40.7,46.5,73.2,16.0,1016.0,100.0,0.0,0,37,0,2979.2400000000002,119.7,24.889223057644113,15.81077694235589,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.48530196253108104,-0.8743466161445821,0,1,0,0,1
43.5,16.4,86.5,16.0,1021.0,44.0,3.0,0,40,0,3762.75,102.9,36.567055393586,6.932944606413997,-0.8660254037844385,-0.5000000000000004,0.9976687691905392,-0.06824241336467088,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.8486442574947509,0.5289640103269624,1,0,1,0,0
34.7,18.9,87.1,24.0,1022.0,57.0,3.0,0,4,0,3022.37,106.0,28.512924528301888,6.187075471698115,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.15142777750457667,0,1,1,0,0
37.3,4.8,66.3,10.0,1006.0,93.0,0.0,1,9,0,2472.99,71.1,34.78185654008439,2.5181434599156063,0.8660254037844387,-0.4999999999999998,-0.979084087682323,0.2034560130526333,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,1,0,1,0,0
35.1,13.0,69.9,20.0,1015.0,64.0,2.0,0,46,0,2453.4900000000002,82.9,29.59577804583836,5.50422195416164,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,0.29936312297335804,-0.9541392564000488,0,1,0,1,0
40.4,8.5,91.7,16.0,1021.0,93.0,1.0,0,17,0,3704.68,100.2,36.972854291417164,3.4271457085828345,-0.8660254037844385,-0.5000000000000004,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.8486442574947509,0.5289640103269624,1,0,1,0,0
41.3,21.6,84.2,18.0,1012.0,68.0,5.0,0,35,1,3477.46,105.80000000000001,32.86824196597353,8.431758034026466,-0.866025403784439,0.49999999999999933,0.9976687691905392,-0.06824241336467088,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.20129852008866006,0.9795299412524945,1,0,1,0,0
35.6,20.0,80.7,21.0,1017.0,88.0,7.0,0,28,0,2872.92,100.7,28.529493545183715,7.070506454816286,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,0,1,0,1,0
34.6,77.1,90.9,12.0,1019.0,76.0,3.0,0,5,0,3145.1400000000003,168.0,18.72107142857143,15.87892857142857,-0.8660254037844385,-0.5000000000000004,-0.2697967711570244,0.9629172873477992,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,0,1,0,1,0
42.0,36.1,85.4,21.0,1018.0,68.0,5.0,0,30,0,3586.8,121.5,29.52098765432099,12.47901234567901,0.8660254037844387,-0.4999999999999998,0.3984010898462418,-0.9172113015054528,-0.4999999999999997,-0.8660254037844388,-0.003112023360757168,0.9999951576435768,-0.9377521321470804,0.3473052528448203,0,1,1,0,0
37.8,2.5,66.1,9.0,1023.0,93.0,1.0,0,36,1,2498.5799999999995,68.6,36.422448979591834,1.3775510204081627,-2.4492935982947064e-16,1.0,0.631087944326053,-0.7757112907044197,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.9680771188662043,-0.2506525322587204,1,0,1,0,0
44.1,39.8,74.9,17.0,1016.0,100.0,2.0,0,39,1,3303.09,114.7,28.797646033129904,15.302353966870097,-2.4492935982947064e-16,1.0,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,0,1,1,0,0
45.2,61.4,77.0,18.0,1024.0,49.0,6.0,0,7,0,3480.4,138.4,25.147398843930635,20.052601156069368,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.48530196253108104,-0.8743466161445821,0,1,1,0,0
39.6,70.3,88.3,25.0,1024.0,69.0,3.0,0,15,0,3496.68,158.6,22.047162673392183,17.55283732660782,1.2246467991473532e-16,-1.0,-0.7308359642781246,0.6825531432186536,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.7907757369376985,-0.6121059825476629,0,1,1,0,0
41.7,112.0,79.5,17.0,1022.0,88.0,3.0,0,34,1,3315.15,191.5,17.311488250652744,24.38851174934726,-2.4492935982947064e-16,1.0,0.5195839500354336,0.8544194045464886,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,-0.8486442574947509,0.5289640103269624,0,1,0,0,1
45.8,0.0,84.7,7.0,1013.0,81.0,0.0,0,26,0,3879.2599999999998,84.7,45.8,0.0,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,0,1,0
42.4,1.9,88.3,15.0,1019.0,100.0,0.0,0,40,0,3743.9199999999996,90.2,41.50687361419068,0.8931263858093175,0.0,1.0,-0.7308359642781246,0.6825531432186536,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,0.20129852008866006,0.9795299412524945,1,0,1,0,0
55.9,1.2,66.3,10.0,1024.0,93.0,2.0,0,43,0,3706.1699999999996,67.5,54.90622222222222,0.9937777777777796,1.2246467991473532e-16,-1.0,-0.9976687691905392,-0.06824241336467135,-0.866025403784439,0.49999999999999933,-0.003112023360757168,0.9999951576435768,-0.9377521321470804,0.3473052528448203,1,0,0,0,1
41.4,2.6,75.1,14.0,1018.0,87.0,4.0,0,22,1,3109.14,77.69999999999999,40.01467181467182,1.3853281853281771,-2.4492935982947064e-16,1.0,0.2697967711570243,0.9629172873477994,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,1,0,0,0,1
37.4,19.8,89.0,8.0,1025.0,66.0,5.0,0,33,0,3328.6,108.8,30.59375,6.806249999999999,1.2246467991473532e-16,-1.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.10116832198743228,-0.9948693233918952,1,0,1,0,0
39.5,109.3,80.9,17.0,1014.0,100.0,2.0,0,31,0,3195.55,190.2,16.800998948475293,22.699001051524707,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.39435585511331855,0.9189578116202306,0,1,0,0,1
35.7,0.0,62.7,10.0,1017.0,76.0,4.0,0,27,0,2238.3900000000003,62.7,35.7,0.0,0.8660254037844387,-0.4999999999999998,0.3984010898462418,-0.9172113015054528,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0,1,0,0
37.4,98.7,77.2,13.0,1021.0,71.0,3.0,0,20,1,2887.28,175.9,16.414326321773736,20.985673678226263,-0.866025403784439,0.49999999999999933,-0.3984010898462412,-0.9172113015054532,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,1,1,0,0
35.7,10.7,72.1,13.0,1017.0,76.0,3.0,0,49,0,2573.97,82.8,31.08659420289855,4.6134057971014535,0.0,1.0,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.003112023360757168,0.9999951576435768,0.5712682150947923,0.8207634412072763,1,0,0,1,0
41.0,40.2,71.8,16.0,1012.0,100.0,7.0,1,33,0,2943.7999999999997,112.0,26.283928571428568,14.716071428571432,0.8660254037844387,-0.4999999999999998,0.2697967711570243,0.9629172873477994,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.29936312297335804,-0.9541392564000488,0,1,1,0,0
36.2,139.1,78.9,16.0,1023.0,77.0,4.0,0,13,1,2856.1800000000003,218.0,13.101743119266056,23.09825688073395,-2.4492935982947064e-16,1.0,0.631087944326053,-0.7757112907044197,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,0,1,0
42.0,0.0,75.9,11.0,1021.0,93.0,3.0,0,38,0,3187.8,75.9,42.0,0.0,0.8660254037844387,-0.4999999999999998,0.9976687691905392,-0.06824241336467088,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,1,0,1,0,0
35.0,28.4,81.6,19.0,1015.0,72.0,2.0,0,38,0,2856.0,110.0,25.963636363636365,9.036363636363635,-0.8660254037844385,-0.5000000000000004,-0.979084087682323,0.2034560130526333,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,-0.8978045395707417,-0.44039415155763423,1,0,1,0,0
38.2,18.0,67.7,13.0,1024.0,87.0,5.0,1,28,0,2586.1400000000003,85.7,30.176662777129525,8.023337222870477,0.8660254037844386,0.5000000000000001,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9680771188662043,-0.2506525322587204,0,1,1,0,0
32.2,18.9,81.8,11.0,1021.0,50.0,6.0,0,29,0,2633.96,100.69999999999999,26.15650446871897,6.043495531281032,-0.8660254037844385,-0.5000000000000004,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,0,1,0,1,0
39.6,91.5,87.8,29.0,1014.0,33.0,3.0,0,27,1,3476.88,179.3,19.391411042944785,20.208588957055216,-0.866025403784439,0.49999999999999933,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,0,1,1,0,0
44.3,52.3,80.4,15.0,1025.0,93.0,4.0,0,37,0,3561.72,132.7,26.840391861341374,17.459608138658623,-0.8660254037844385,-0.5000000000000004,0.9790840876823228,0.20345601305263397,-1.0,-1.8369701987210297e-16,-0.003112023360757168,0.9999951576435768,0.29936312297335804,-0.9541392564000488,0,1,0,0,1
45.0,4.1,79.6,17.0,1018.0,39.0,5.0,0,47,0,3581.9999999999995,83.69999999999999,42.795698924731184,2.204301075268816,1.2246467991473532e-16,-1.0,-0.7308359642781246,0.6825531432186536,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.9680771188662043,-0.2506525322587205,0,1,1,0,0
37.5,0.8,67.1,11.0,1021.0,93.0,1.0,0,3,0,2516.25,67.89999999999999,37.05817378497791,0.44182621502208974,0.8660254037844386,0.5000000000000001,-0.5195839500354336,0.8544194045464886,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,0.10116832198743228,-0.9948693233918952,1,0,0,0,1
37.6,40.9,85.0,26.0,1018.0,73.0,4.0,0,31,0,3196.0,125.9,25.385226370135026,12.214773629864975,0.0,1.0,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-0.003112023360757168,0.9999951576435768,-0.20129852008866028,0.9795299412524945,0,1,1,0,0
44.3,29.1,76.7,13.0,1031.0,93.0,0.0,0,31,0,3397.81,105.80000000000001,32.11540642722117,12.18459357277883,0.8660254037844387,-0.4999999999999998,0.13616664909624665,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,-0.003112023360757168,0.9999951576435768,0.20129852008866006,0.9795299412524945,0,1,1,0,0
41.2,11.9,84.0,18.0,1016.0,88.0,2.0,0,39,1,3460.8,95.9,36.08759124087591,5.112408759124094,-2.4492935982947064e-16,1.0,-0.979084087682323,0.2034560130526333,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,1,0,0
34.1,16.4,80.2,13.0,1016.0,58.0,3.0,0,48,0,2734.82,96.6,28.310766045548657,5.789233954451344,0.8660254037844387,-0.4999999999999998,-0.2697967711570244,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.003112023360757168,0.9999951576435768,-0.5712682150947924,0.8207634412072763,0,1,0,1,0
