AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_RAIN,is_weekend,AVERAGE_DISTANCE_FREE,AVERAGE_TIME,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,weekday_sin,weekday_cos,hour_sin,hour_cos,month_sin,month_cos,year_sin,year_cos,day_sin,day_cos,DARK,LIGHT,céu limpo,céu pouco nublado,nuvens dispersas
2,42.5,14.1,75.1,18.0,1015.0,100.0,1.0,1,1,3191.7499999999995,89.19999999999999,35.78195067264574,6.718049327354258,-2.4492935982947064e-16,1.0,-0.2697967711570244,0.9629172873477992,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,0,1,0
1,46.8,2.4,75.5,14.0,1017.0,100.0,11.0,0,0,3533.4,77.9,45.3581514762516,1.4418485237483978,1.2246467991473532e-16,-1.0,0.9976687691905392,-0.0682424133646708,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,1,0,0,1
1,40.9,10.1,87.9,9.0,1017.0,81.0,5.0,0,1,3595.11,98.0,36.68479591836735,4.215204081632649,-2.4492935982947064e-16,1.0,0.9422609221188204,-0.3348796121709861,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.7907757369376986,-0.6121059825476627,1,0,0,1,0
2,41.8,18.8,81.5,15.0,1021.0,67.0,2.0,0,0,3406.7,100.3,33.96510468594217,7.834895314057825,-0.8660254037844384,-0.5000000000000004,-0.6310879443260528,-0.7757112907044198,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,1,1,0,0
0,45.1,4.0,78.0,12.0,1021.0,100.0,1.0,0,0,3517.8,82.0,42.900000000000006,2.199999999999996,-0.8660254037844384,-0.5000000000000004,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,1,0,0,1,0
0,39.3,5.0,90.0,11.0,1023.0,100.0,4.0,0,0,3536.9999999999995,95.0,37.23157894736842,2.068421052631578,-0.8660254037844384,-0.5000000000000004,-0.2697967711570244,0.9629172873477992,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.0506491688387126,1,0,0,0,1
0,46.0,7.1,83.5,18.0,1016.0,40.0,5.0,0,1,3841.0,90.6,42.395143487858725,3.604856512141275,-2.4492935982947064e-16,1.0,0.9790840876823228,0.2034560130526339,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.0506491688387126,1,0,1,0,0
0,37.5,0.8,67.8,11.0,1030.0,100.0,2.0,0,1,2542.5,68.6,37.06268221574344,0.4373177842565567,-2.4492935982947064e-16,1.0,-0.2697967711570244,0.9629172873477992,-2.4492935982947064e-16,1.0,-0.0031120233607571,0.9999951576435768,0.9680771188662044,-0.2506525322587204,1,0,0,0,1
1,44.7,2.5,68.2,15.0,1024.0,87.0,6.0,0,1,3048.5400000000004,70.7,43.11937765205092,1.580622347949081,-2.4492935982947064e-16,1.0,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.0031120233607571,0.9999951576435768,0.3943558551133185,0.9189578116202306,1,0,0,0,1
1,35.7,10.9,105.3,16.0,1019.0,67.0,5.0,0,1,3759.21,116.2,32.35120481927711,3.3487951807228957,-2.4492935982947064e-16,1.0,-0.6310879443260528,-0.7757112907044198,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.2993631229733577,-0.9541392564000488,0,1,0,1,0
1,43.3,4.8,84.7,15.0,1012.0,100.0,6.0,0,1,3667.51,89.5,40.97776536312849,2.3222346368715066,-0.866025403784439,0.4999999999999993,-0.2697967711570244,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.0031120233607571,0.9999951576435768,0.8978045395707416,-0.4403941515576344,1,0,0,0,1
0,39.7,2.0,72.0,24.0,1020.0,32.0,4.0,0,0,2858.4,74.0,38.62702702702703,1.072972972972977,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,0.485301962531081,-0.8743466161445821,1,0,0,0,1
2,40.9,35.9,77.7,20.0,1018.0,82.0,6.0,1,0,3177.93,113.6,27.97473591549296,12.925264084507042,0.0,1.0,-0.9422609221188204,-0.3348796121709864,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,0,1,0,1,0
2,43.0,30.7,89.3,22.0,1020.0,37.0,1.0,0,0,3839.9,120.0,31.999166666666667,11.000833333333333,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,0.5712682150947923,0.8207634412072763,1,0,1,0,0
4,43.1,113.5,86.2,22.0,1011.0,94.0,7.0,1,0,3715.22,199.7,18.604006009013524,24.49599399098648,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.9987165071710528,-0.0506491688387126,0,1,0,0,1
3,40.8,25.9,81.9,14.0,1014.0,93.0,0.0,0,0,3341.52,107.8,30.997402597402598,9.802597402597405,-0.8660254037844384,-0.5000000000000004,-0.8878852184023756,0.4600650377311516,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,-0.848644257494751,0.5289640103269624,1,0,0,0,1
2,35.6,26.7,89.8,22.0,1016.0,83.0,3.0,0,1,3196.88,116.5,27.441030042918456,8.158969957081545,-0.866025403784439,0.4999999999999993,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.485301962531081,-0.8743466161445821,0,1,0,1,0
3,33.8,136.9,93.6,20.0,1019.0,77.0,3.0,0,0,3163.6799999999994,230.5,13.725292841648589,20.07470715835141,0.0,1.0,-0.1361666490962464,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,0.485301962531081,-0.8743466161445821,0,1,0,0,1
0,37.9,2.5,64.7,15.0,1019.0,67.0,4.0,0,1,2452.13,67.2,36.490029761904765,1.4099702380952337,-0.866025403784439,0.4999999999999993,0.5195839500354336,0.8544194045464886,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,1,0,0,0,1
2,36.2,38.7,84.8,16.0,1019.0,100.0,1.0,0,0,3069.76,123.5,24.856356275303646,11.343643724696356,0.0,1.0,0.3984010898462418,-0.9172113015054528,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0,1,0,0,1
1,37.2,9.4,72.5,17.0,1019.0,72.0,2.0,0,1,2697.0,81.9,32.93040293040293,4.269597069597076,-2.4492935982947064e-16,1.0,0.3984010898462418,-0.9172113015054528,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.101168321987432,-0.9948693233918952,0,1,0,0,1
2,47.3,6.2,80.3,8.0,1025.0,100.0,1.0,0,0,3798.19,86.5,43.90971098265896,3.39028901734104,1.2246467991473532e-16,-1.0,0.9422609221188204,-0.3348796121709861,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9884683243281114,0.1514277775045767,1,0,0,0,1
1,45.5,3.6,86.2,13.0,1018.0,93.0,2.0,0,0,3922.1,89.8,43.67594654788419,1.8240534521158125,0.8660254037844387,-0.4999999999999998,0.730835964278124,0.6825531432186541,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,-0.2993631229733577,-0.9541392564000488,1,0,0,0,1
0,45.3,1.4,81.6,13.0,1007.0,93.0,6.0,0,0,3696.48,83.0,44.53590361445782,0.7640963855421745,0.8660254037844387,-0.4999999999999998,0.5195839500354336,0.8544194045464886,-0.5000000000000004,0.8660254037844384,-0.0031120233607571,0.9999951576435768,0.9884683243281114,0.1514277775045767,1,0,0,0,1
1,41.4,14.2,77.1,18.0,1013.0,88.0,0.0,0,0,3191.94,91.3,34.96100766703176,6.43899233296824,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,0.20129852008866,0.9795299412524944,1,0,1,0,0
1,37.3,13.0,91.4,21.0,1015.0,73.0,2.0,0,0,3409.22,104.4,32.655363984674324,4.644636015325673,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,0.1011683219874322,-0.9948693233918952,0,1,0,1,0
0,36.7,0.0,75.5,7.0,1032.0,100.0,1.0,0,1,2770.8500000000004,75.5,36.7,0.0,-0.866025403784439,0.4999999999999993,0.3984010898462418,-0.9172113015054528,-2.4492935982947064e-16,1.0,-0.0031120233607571,0.9999951576435768,0.9987165071710528,-0.0506491688387126,0,1,0,1,0
0,38.3,0.0,84.3,13.0,1026.0,100.0,0.0,0,1,3228.69,84.3,38.3,0.0,-0.866025403784439,0.4999999999999993,0.2697967711570243,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.0031120233607571,0.9999951576435768,0.5712682150947923,0.8207634412072763,1,0,0,0,1
2,34.2,36.3,92.5,21.0,1018.0,83.0,3.0,0,0,3163.5000000000005,128.8,24.56133540372671,9.638664596273294,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,-1.0,-1.8369701987210294e-16,-0.0031120233607571,0.9999951576435768,-0.4853019625310808,-0.8743466161445822,0,1,0,0,1
1,37.2,3.0,66.9,11.0,1020.0,87.0,4.0,0,1,2488.6800000000003,69.9,35.60343347639485,1.596566523605155,-2.4492935982947064e-16,1.0,0.0,1.0,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,1,0,0,0,1
1,48.2,1.4,82.9,11.0,1016.0,66.0,8.0,0,1,3995.7800000000007,84.30000000000001,47.39952550415184,0.8004744958481638,-0.866025403784439,0.4999999999999993,0.9976687691905392,-0.0682424133646708,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,-0.72479278722912,0.6889669190756865,1,0,1,0,0
4,46.0,131.7,61.5,16.0,1015.0,100.0,3.0,0,0,2829.0,193.2,14.642857142857144,31.35714285714285,0.8660254037844387,-0.4999999999999998,0.8169698930104421,-0.5766803221148671,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,0,1,0,0,1
3,39.0,41.3,79.0,7.0,1021.0,100.0,1.0,0,0,3081.0,120.3,25.610972568578557,13.389027431421448,-0.8660254037844384,-0.5000000000000004,0.3984010898462418,-0.9172113015054528,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,1,1,0,0
2,40.6,19.9,87.6,20.0,1019.0,82.0,4.0,0,1,3556.56,107.5,33.08427906976744,7.515720930232561,-2.4492935982947064e-16,1.0,-0.3984010898462412,-0.9172113015054532,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,0.6513724827222223,-0.7587581226927909,0,1,0,0,1
3,42.9,63.6,85.6,20.0,1018.0,73.0,2.0,0,0,3672.24,149.2,24.612868632707777,18.287131367292226,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-1.0,-1.8369701987210294e-16,-0.0031120233607571,0.9999951576435768,0.485301962531081,-0.8743466161445821,0,1,1,0,0
0,47.4,0.0,85.9,9.0,1016.0,87.0,1.0,0,0,4071.66,85.9,47.4,0.0,-0.8660254037844384,-0.5000000000000004,0.9976687691905392,-0.0682424133646708,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,0.8486442574947509,0.5289640103269624,1,0,1,0,0
0,39.1,0.0,72.0,13.0,1018.0,93.0,6.0,0,0,2815.2000000000003,72.0,39.1,0.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.9884683243281114,0.1514277775045766,1,0,0,0,1
3,40.2,31.3,88.9,14.0,1029.0,76.0,1.0,0,0,3573.7800000000007,120.2,29.73194675540766,10.468053244592344,0.8660254037844387,-0.4999999999999998,-0.979084087682323,0.2034560130526333,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.72479278722912,0.6889669190756865,1,0,0,1,0
4,47.7,103.1,81.5,10.0,1020.0,76.0,5.0,0,0,3887.55,184.6,21.05931744312026,26.640682556879742,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,-0.5000000000000004,0.8660254037844384,-0.0031120233607571,0.9999951576435768,0.299363122973358,-0.9541392564000488,0,1,1,0,0
2,43.1,7.6,66.5,9.0,1024.0,87.0,2.0,0,0,2866.15,74.1,38.67948717948718,4.420512820512819,-0.8660254037844384,-0.5000000000000004,0.9976687691905392,-0.0682424133646708,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.848644257494751,0.5289640103269624,1,0,0,1,0
0,47.3,0.0,89.4,15.0,1014.0,88.0,2.0,0,1,4228.62,89.4,47.3,0.0,-0.866025403784439,0.4999999999999993,0.9976687691905392,-0.0682424133646708,-1.0,-1.8369701987210294e-16,-0.0031120233607571,0.9999951576435768,0.20129852008866,0.9795299412524944,1,0,1,0,0
1,37.3,6.9,78.8,28.0,1014.0,61.0,4.0,0,0,2939.24,85.7,34.296849474912484,3.003150525087513,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,0,1,0,1,0
2,45.6,10.2,77.3,9.0,1005.0,87.0,10.0,1,0,3524.88,87.5,40.28434285714286,5.315657142857141,-0.8660254037844384,-0.5000000000000004,-0.2697967711570244,0.9629172873477992,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.20129852008866,0.9795299412524944,1,0,0,0,1
2,37.4,30.6,90.0,19.0,1016.0,77.0,0.0,0,0,3366.0,120.6,27.910447761194032,9.489552238805969,0.8660254037844387,-0.4999999999999998,0.3984010898462418,-0.9172113015054528,-0.4999999999999997,-0.8660254037844388,-0.0031120233607571,0.9999951576435768,-0.9377521321470804,0.3473052528448203,0,1,0,0,1
0,34.8,0.0,88.4,17.0,1021.0,100.0,1.0,0,1,3076.32,88.4,34.8,0.0,-2.4492935982947064e-16,1.0,0.631087944326053,-0.7757112907044197,-1.0,-1.8369701987210294e-16,-0.0031120233607571,0.9999951576435768,0.9680771188662044,-0.2506525322587204,0,1,1,0,0
0,44.2,2.6,77.6,12.0,1019.0,100.0,2.0,1,1,3429.92,80.19999999999999,42.76708229426435,1.4329177057356546,-2.4492935982947064e-16,1.0,0.8878852184023752,0.4600650377311522,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,1,0,0,0,1
4,44.3,111.9,86.4,5.0,1029.0,66.0,5.0,0,0,3827.52,198.3,19.301664145234493,24.998335854765504,0.8660254037844387,-0.4999999999999998,0.631087944326053,-0.7757112907044197,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.485301962531081,-0.8743466161445821,0,1,1,0,0
0,38.9,2.5,69.5,12.0,1021.0,87.0,2.0,0,0,2703.55,72.0,37.54930555555555,1.35069444444445,1.2246467991473532e-16,-1.0,-0.7308359642781246,0.6825531432186536,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.7907757369376985,-0.6121059825476629,1,0,1,0,0
0,45.0,0.0,80.6,14.0,1015.0,87.0,1.0,0,1,3627.0,80.6,45.0,0.0,-2.4492935982947064e-16,1.0,0.5195839500354336,0.8544194045464886,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,-0.848644257494751,0.5289640103269624,1,0,1,0,0
2,37.4,20.6,76.5,21.0,1016.0,72.0,2.0,0,0,2861.1,97.1,29.465499485066942,7.934500514933056,0.8660254037844386,0.5000000000000001,-0.3984010898462412,-0.9172113015054532,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.9377521321470804,0.3473052528448203,0,1,0,1,0
0,37.6,1.9,84.9,18.0,1019.0,67.0,2.0,0,0,3192.24,86.80000000000001,36.77695852534562,0.8230414746543815,0.0,1.0,-0.7308359642781246,0.6825531432186536,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,0.20129852008866,0.9795299412524944,1,0,1,0,0
3,44.5,78.7,85.0,17.0,1017.0,67.0,0.0,0,0,3782.5,163.7,23.106291997556507,21.393708002443493,1.2246467991473532e-16,-1.0,-0.9976687691905392,-0.0682424133646713,-0.866025403784439,0.4999999999999993,-0.0031120233607571,0.9999951576435768,-0.9377521321470804,0.3473052528448203,1,0,0,0,1
0,36.4,0.0,68.9,17.0,1018.0,82.0,1.0,0,1,2507.96,68.9,36.4,0.0,-2.4492935982947064e-16,1.0,0.2697967711570243,0.9629172873477992,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.3943558551133185,0.9189578116202306,1,0,0,0,1
3,38.5,92.2,92.8,26.0,1020.0,69.0,6.0,0,0,3572.8,185.0,19.31243243243243,19.18756756756757,1.2246467991473532e-16,-1.0,-0.816969893010442,-0.5766803221148672,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.1011683219874322,-0.9948693233918952,0,1,0,1,0
3,45.3,38.8,87.0,30.0,1013.0,43.0,3.0,0,0,3941.1,125.8,31.32829888712241,13.971701112877582,1.2246467991473532e-16,-1.0,-0.979084087682323,0.2034560130526333,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,0.3943558551133185,0.9189578116202306,0,1,1,0,0
2,32.9,24.1,88.8,21.0,1013.0,88.0,4.0,0,0,2921.52,112.9,25.8770593445527,7.0229406554473,0.8660254037844387,-0.4999999999999998,0.3984010898462418,-0.9172113015054528,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,1,0,0,1
1,33.7,7.0,70.8,15.0,1016.0,67.0,4.0,0,1,2385.96,77.8,30.667866323907457,3.032133676092545,-0.866025403784439,0.4999999999999993,-0.3984010898462412,-0.9172113015054532,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,0,1,0,0,1
0,41.9,0.0,73.8,14.0,1023.0,100.0,0.0,0,0,3092.22,73.8,41.9,0.0,0.0,1.0,-0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0,-0.0031120233607571,0.9999951576435768,0.5712682150947923,0.8207634412072763,1,0,0,0,1
0,49.6,4.1,86.1,15.0,1021.0,87.0,8.0,0,0,4270.56,90.2,47.345454545454544,2.254545454545457,0.8660254037844387,-0.4999999999999998,0.2697967711570243,0.9629172873477992,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.299363122973358,-0.9541392564000488,1,0,0,1,0
1,40.7,3.6,83.4,14.0,1012.0,55.0,3.0,0,1,3394.380000000001,87.0,39.015862068965525,1.6841379310344775,-2.4492935982947064e-16,1.0,0.631087944326053,-0.7757112907044197,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,1,1,0,0
2,40.5,5.0,81.8,14.0,1015.0,100.0,2.0,0,0,3312.9,86.8,38.16705069124424,2.332949308755758,0.8660254037844387,-0.4999999999999998,0.9976687691905392,-0.0682424133646708,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,-0.4853019625310808,-0.8743466161445822,1,0,0,0,1
3,44.5,43.3,81.3,20.0,1021.0,82.0,5.0,0,0,3617.85,124.6,29.035714285714285,15.464285714285715,-0.8660254037844384,-0.5000000000000004,-0.979084087682323,0.2034560130526333,-1.0,-1.8369701987210294e-16,-0.0031120233607571,0.9999951576435768,-0.8978045395707417,-0.4403941515576342,1,0,1,0,0
3,39.3,22.3,79.0,24.0,1015.0,73.0,4.0,0,0,3104.7,101.3,30.648568608094767,8.65143139190523,0.8660254037844386,0.5000000000000001,-0.8878852184023756,0.4600650377311516,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9680771188662044,-0.2506525322587204,0,1,0,1,0
3,36.0,59.6,87.9,25.0,1015.0,82.0,6.0,0,0,3164.4,147.5,21.4535593220339,14.5464406779661,-0.8660254037844384,-0.5000000000000004,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-0.651372482722222,-0.7587581226927911,0,1,0,1,0
1,34.9,7.9,92.3,18.0,1016.0,93.0,2.0,0,1,3221.27,100.2,32.14840319361277,2.7515968063872265,-0.866025403784439,0.4999999999999993,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203,1,0,0,1,0
0,41.9,0.0,87.0,14.0,1017.0,100.0,1.0,0,0,3645.3,87.0,41.9,0.0,-0.8660254037844384,-0.5000000000000004,0.9790840876823228,0.2034560130526339,-1.0,-1.8369701987210294e-16,-0.0031120233607571,0.9999951576435768,0.299363122973358,-0.9541392564000488,1,0,1,0,0
3,44.2,37.5,73.3,11.0,1012.0,87.0,5.0,0,0,3239.86,110.8,29.24061371841156,14.959386281588449,1.2246467991473532e-16,-1.0,-0.7308359642781246,0.6825531432186536,-0.5000000000000004,0.8660254037844384,-0.0031120233607571,0.9999951576435768,-0.9680771188662044,-0.2506525322587205,1,0,0,1,0
0,35.0,5.9,77.1,7.0,1020.0,93.0,2.0,0,0,2698.5,83.0,32.51204819277108,2.4879518072289173,0.8660254037844386,0.5000000000000001,-0.5195839500354336,0.8544194045464886,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,0.1011683219874322,-0.9948693233918952,1,0,0,0,1
3,37.5,60.8,90.4,22.0,1019.0,94.0,3.0,1,0,3390.0,151.2,22.42063492063492,15.07936507936508,0.0,1.0,-0.816969893010442,-0.5766803221148672,-0.4999999999999997,-0.8660254037844388,-0.0031120233607571,0.9999951576435768,-0.2012985200886602,0.9795299412524944,0,1,0,0,1
2,39.4,33.4,88.6,22.0,1017.0,69.0,2.0,0,0,3490.84,122.0,28.613442622950817,10.78655737704918,0.8660254037844387,-0.4999999999999998,0.1361666490962466,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004,-0.0031120233607571,0.9999951576435768,0.20129852008866,0.9795299412524944,0,1,1,0,0
3,41.0,81.3,83.5,20.0,1020.0,77.0,1.0,0,1,3423.5,164.8,20.773665048543688,20.226334951456312,-2.4492935982947064e-16,1.0,-0.979084087682323,0.2034560130526333,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,-0.3943558551133187,0.9189578116202306,0,1,0,0,1
0,47.9,0.0,71.6,10.0,1019.0,81.0,6.0,0,0,3429.6399999999994,71.6,47.9,0.0,0.8660254037844387,-0.4999999999999998,-0.2697967711570244,0.9629172873477992,-0.5000000000000004,0.8660254037844384,-0.0031120233607571,0.9999951576435768,-0.5712682150947924,0.8207634412072763,1,0,0,1,0
2,41.6,10.9,78.2,16.0,1013.0,77.0,7.0,0,0,3253.1200000000003,89.10000000000001,36.51088664421998,5.089113355780022,0.8660254037844387,-0.4999999999999998,-0.8878852184023756,0.4600650377311516,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.7587581226927909,0,1,0,1,0
