AVERAGE_ATMOSP_PRESSURE,AVERAGE_CLOUDINESS,AVERAGE_HUMIDITY,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,AVERAGE_TEMPERATURE,AVERAGE_TIME,AVERAGE_TIME_DIFF,AVERAGE_WIND_SPEED,DARK,LIGHT,LOW_LIGHT,LUMINOSITY,algumas nuvens,céu claro,céu limpo,céu pouco nublado,day,hour,month,nublado,nuvens dispersas,nuvens quebradas,nuvens quebrados,tempo nublado,weekday,weekend,year
1024.0,céu claro,49.0,25.147398843930635,20.052601156069368,18.0,138.4,61.4,6.0,0,1,0,LIGHT,0,1,0,0,12,7,9,0,0,0,0,0,3,0,2019
1024.0,céu claro,69.0,22.047162673392183,17.55283732660782,25.0,158.6,70.3,3.0,0,1,0,LIGHT,0,1,0,0,27,16,9,0,0,0,0,0,3,0,2018
1022.0,nuvens dispersas,88.0,17.311488250652744,24.38851174934726,17.0,191.5,112.0,3.0,0,1,0,LIGHT,0,0,0,0,27,10,9,0,1,0,0,0,4,0,2019
1013.0,algumas nuvens,81.0,45.8,0.0,7.0,84.7,0.0,0.0,1,0,0,DARK,1,0,0,0,29,1,10,0,0,0,0,0,0,0,2018
1019.0,céu claro,100.0,41.50687361419068,0.8931263858093175,15.0,90.2,1.9,0.0,1,0,0,DARK,0,1,0,0,1,2,10,0,0,0,0,0,0,0,2018
1024.0,nuvens quebrados,93.0,54.90622222222222,0.9937777777777796,10.0,67.5,1.2,2.0,1,0,0,DARK,0,0,0,0,28,4,1,0,0,0,1,0,0,0,2019
1018.0,nublado,87.0,40.01467181467182,1.3853281853281771,14.0,77.69999999999999,2.6,4.0,1,0,0,DARK,0,0,0,0,5,22,5,1,0,0,0,0,6,1,2019
1025.0,céu claro,66.0,30.59375,6.806249999999999,8.0,108.8,19.8,5.0,1,0,0,DARK,0,1,0,0,14,4,2,0,0,0,0,0,3,0,2019
1014.0,nuvens dispersas,100.0,16.800998948475293,22.699001051524707,17.0,190.2,109.3,2.0,0,1,0,LIGHT,0,0,0,0,4,8,7,0,1,0,0,0,3,0,2019
1017.0,céu claro,76.0,35.7,0.0,10.0,62.7,0.0,4.0,1,0,0,DARK,0,1,0,0,12,5,6,0,0,0,0,0,2,0,2019
1021.0,céu limpo,71.0,16.414326321773736,20.985673678226263,13.0,175.9,98.7,3.0,0,1,0,LIGHT,0,0,1,0,12,9,4,0,0,0,0,0,4,0,2019
1017.0,céu pouco nublado,76.0,31.08659420289855,4.6134057971014535,13.0,82.8,10.7,3.0,1,0,0,DARK,0,0,0,1,18,21,5,0,0,0,0,0,5,1,2019
1012.0,céu claro,100.0,26.283928571428568,14.716071428571432,16.0,112.0,40.2,7.0,0,1,0,LIGHT,0,1,0,0,9,14,5,0,0,0,0,0,3,0,2019
1023.0,céu pouco nublado,77.0,13.101743119266056,23.09825688073395,16.0,218.0,139.1,4.0,0,1,0,LIGHT,0,0,0,1,11,10,5,0,0,0,0,0,5,1,2019
1021.0,céu claro,93.0,42.0,0.0,11.0,75.9,0.0,3.0,1,0,0,DARK,0,1,0,0,25,1,1,0,0,0,0,0,4,0,2019
1015.0,céu claro,72.0,25.963636363636365,9.036363636363635,19.0,110.0,28.4,2.0,1,0,0,DARK,0,1,0,0,15,17,11,0,0,0,0,0,3,0,2018
1024.0,céu claro,87.0,30.176662777129525,8.023337222870477,13.0,85.7,18.0,5.0,0,1,0,LIGHT,0,1,0,0,28,11,1,0,0,0,0,0,0,0,2019
1021.0,algumas nuvens,50.0,26.15650446871897,6.043495531281032,11.0,100.69999999999999,18.9,6.0,0,1,0,LIGHT,1,0,0,0,2,14,2,0,0,0,0,0,5,1,2019
1014.0,céu claro,33.0,19.391411042944785,20.208588957055216,29.0,179.3,91.5,3.0,0,1,0,LIGHT,0,1,0,0,20,18,8,0,0,0,0,0,0,0,2018
1025.0,nuvens dispersas,93.0,26.840391861341374,17.459608138658623,15.0,132.7,52.3,4.0,0,1,0,LIGHT,0,0,0,0,2,16,11,0,1,0,0,0,4,0,2018
1018.0,céu claro,39.0,42.795698924731184,2.204301075268816,17.0,83.69999999999999,4.1,5.0,0,1,0,LIGHT,0,1,0,0,7,8,9,0,0,0,0,0,5,1,2019
1021.0,tempo nublado,93.0,37.05817378497791,0.44182621502208974,11.0,67.89999999999999,0.8,1.0,1,0,0,DARK,0,0,0,0,27,2,1,0,0,0,0,1,6,1,2019
1018.0,céu claro,73.0,25.385226370135026,12.214773629864975,26.0,125.9,40.9,4.0,0,1,0,LIGHT,0,1,0,0,21,17,7,0,0,0,0,0,6,1,2019
1031.0,céu claro,93.0,32.11540642722117,12.18459357277883,13.0,105.80000000000001,29.1,0.0,0,1,0,LIGHT,0,1,0,0,6,10,12,0,0,0,0,0,3,0,2018
1016.0,céu claro,88.0,36.08759124087591,5.112408759124094,18.0,95.9,11.9,2.0,1,0,0,DARK,0,1,0,0,14,22,8,0,0,0,0,0,1,0,2018
1016.0,céu pouco nublado,58.0,28.310766045548657,5.789233954451344,13.0,96.6,16.4,3.0,0,1,0,LIGHT,0,0,0,1,19,10,5,0,0,0,0,0,6,1,2019
1020.0,nuvens dispersas,93.0,14.545574636723911,31.65442536327609,13.0,227.1,155.6,3.0,0,1,0,LIGHT,0,0,0,0,23,8,9,0,1,0,0,0,0,0,2019
1017.0,céu claro,93.0,39.3,0.0,11.0,90.2,0.0,2.0,1,0,0,DARK,0,1,0,0,17,23,2,0,0,0,0,0,6,1,2019
1015.0,céu claro,93.0,46.2,0.0,16.0,87.3,0.0,1.0,1,0,0,DARK,0,1,0,0,15,3,8,0,0,0,0,0,2,0,2018
1018.0,céu claro,47.0,31.393516483516482,4.906483516483515,25.0,91.0,12.3,1.0,0,1,0,LIGHT,0,1,0,0,1,9,6,0,0,0,0,0,5,1,2019
1019.0,céu claro,63.0,36.378223495702,0.42177650429799485,15.0,69.8,0.8,5.0,1,0,0,DARK,0,1,0,0,25,3,5,0,0,0,0,0,5,1,2019
1020.0,céu claro,60.0,23.756810631229232,11.643189368770766,23.0,120.4,39.6,5.0,0,1,0,LIGHT,0,1,0,0,25,15,5,0,0,0,0,0,5,1,2019
1017.0,céu claro,44.0,44.45829694323144,0.94170305676856,12.0,91.60000000000001,1.9,3.0,1,0,0,DARK,0,1,0,0,8,1,10,0,0,0,0,0,0,0,2018
1021.0,céu claro,73.0,30.30066518847006,16.499334811529938,24.0,135.3,47.7,4.0,0,1,0,LIGHT,0,1,0,0,15,12,8,0,0,0,0,0,3,0,2019
1013.0,nuvens quebradas,87.0,22.086198738170346,11.213801261829651,15.0,126.8,42.7,4.0,0,1,0,LIGHT,0,0,0,0,8,11,5,0,0,1,0,0,2,0,2019
1017.0,céu claro,93.0,42.1,0.0,16.0,79.6,0.0,2.0,1,0,0,DARK,0,1,0,0,16,5,9,0,0,0,0,0,0,0,2019
1010.0,céu claro,75.0,42.5,0.0,8.0,83.8,0.0,4.0,1,0,0,DARK,0,1,0,0,27,22,10,0,0,0,0,0,5,1,2018
1019.0,céu claro,77.0,20.060668380462726,13.539331619537275,21.0,155.60000000000002,62.7,5.0,0,1,0,LIGHT,0,1,0,0,15,18,8,0,0,0,0,0,3,0,2019
1028.0,céu claro,46.0,26.228614685844057,9.271385314155943,19.0,132.1,34.5,2.0,0,1,0,LIGHT,0,1,0,0,25,16,2,0,0,0,0,0,0,0,2019
1021.0,céu claro,100.0,44.0,0.0,14.0,87.4,0.0,0.0,1,0,0,DARK,0,1,0,0,24,4,9,0,0,0,0,0,0,0,2018
1015.0,céu claro,83.0,20.422678571428573,20.27732142857143,24.0,168.0,83.7,4.0,0,1,0,LIGHT,0,1,0,0,18,18,7,0,0,0,0,0,3,0,2019
1010.0,algumas nuvens,93.0,38.41751824817519,0.28248175182481106,11.0,82.19999999999999,0.6,1.0,1,0,0,DARK,1,0,0,0,25,4,11,0,0,0,0,0,6,1,2018
1021.0,céu limpo,93.0,34.960773480662986,0.639226519337015,8.0,72.39999999999999,1.3,0.0,1,0,0,DARK,0,0,1,0,12,1,4,0,0,0,0,0,4,0,2019
1018.0,nuvens quebrados,93.0,23.097574123989215,21.302425876010783,10.0,148.4,71.2,3.0,0,1,0,LIGHT,0,0,0,0,18,10,2,0,0,0,1,0,0,0,2019
1029.0,céu claro,66.0,24.739903846153847,10.960096153846155,13.0,145.60000000000002,44.7,3.0,0,1,0,LIGHT,0,1,0,0,11,15,2,0,0,0,0,0,0,0,2019
1028.0,nuvens dispersas,67.0,26.333682373472953,5.366317626527046,15.0,114.6,19.4,2.0,0,1,0,LIGHT,0,0,0,0,27,16,2,0,1,0,0,0,2,0,2019
1021.0,céu claro,93.0,36.824516129032254,0.9754838709677429,4.0,93.0,2.4,2.0,1,0,0,DARK,0,1,0,0,20,0,2,0,0,0,0,0,2,0,2019
1027.0,céu claro,100.0,39.1,0.0,8.0,91.6,0.0,0.0,1,0,0,DARK,0,1,0,0,1,6,3,0,0,0,0,0,4,0,2019
1015.0,nuvens dispersas,82.0,22.30023094688222,13.19976905311778,18.0,129.89999999999998,48.3,2.0,0,1,0,LIGHT,0,0,0,0,17,16,6,0,1,0,0,0,0,0,2019
1018.0,nuvens quebrados,88.0,28.60235507246377,6.097644927536233,21.0,110.4,19.4,3.0,0,1,0,LIGHT,0,0,0,0,18,14,9,0,0,0,1,0,1,0,2018
1014.0,céu claro,65.0,14.299703389830508,28.800296610169493,26.0,236.0,157.7,1.0,0,1,0,LIGHT,0,1,0,0,11,9,7,0,0,0,0,0,3,0,2019
1030.0,nuvens quebrados,87.0,27.663725490196082,14.03627450980392,14.0,122.4,41.2,3.0,0,1,0,LIGHT,0,0,0,0,7,15,12,0,0,0,1,0,4,0,2018
1015.0,céu claro,77.0,37.56012793176972,3.839872068230278,15.0,93.8,8.7,6.0,0,1,0,LIGHT,0,1,0,0,14,12,10,0,0,0,0,0,6,1,2018
1011.0,céu claro,73.0,43.5,0.0,20.0,86.0,0.0,2.0,1,0,0,DARK,0,1,0,0,2,5,9,0,0,0,0,0,6,1,2018
1019.0,céu claro,50.0,37.141215469613265,3.258784530386734,23.0,90.5,7.3,4.0,1,0,0,DARK,0,1,0,0,24,19,9,0,0,0,0,0,0,0,2018
1016.0,nuvens quebradas,93.0,41.8,0.0,14.0,83.1,0.0,1.0,0,1,0,LIGHT,0,0,0,0,20,7,6,0,0,1,0,0,3,0,2019
1015.0,algumas nuvens,82.0,22.229652226967662,18.570347773032335,20.0,163.89999999999998,74.6,2.0,0,1,0,LIGHT,1,0,0,0,25,17,7,0,0,0,0,0,2,0,2018
1021.0,céu claro,88.0,21.327459526774597,16.772540473225405,18.0,160.60000000000002,70.7,2.0,0,1,0,LIGHT,0,1,0,0,9,15,9,0,0,0,0,0,6,1,2018
1022.0,céu claro,100.0,44.5,0.0,13.0,85.4,0.0,0.0,1,0,0,DARK,0,1,0,0,23,4,9,0,0,0,0,0,6,1,2018
1019.0,céu claro,88.0,35.84825918762089,4.0517408123791085,18.0,103.4,10.5,4.0,1,0,0,DARK,0,1,0,0,20,21,7,0,0,0,0,0,5,1,2019
1018.0,nuvens quebrados,68.0,29.924580017683464,7.975419982316534,21.0,113.1,23.8,9.0,0,1,0,LIGHT,0,0,0,0,12,11,10,0,0,0,1,0,4,0,2018
1022.0,céu claro,87.0,44.3,0.0,13.0,85.8,0.0,2.0,1,0,0,DARK,0,1,0,0,10,3,8,0,0,0,0,0,4,0,2018
1017.0,céu claro,100.0,33.82385542168675,2.0761445783132473,14.0,83.0,4.8,4.0,1,0,0,DARK,0,1,0,0,14,4,4,0,0,0,0,0,6,1,2019
1013.0,céu claro,56.0,17.09620018535681,25.703799814643187,22.0,215.8,129.6,5.0,0,1,0,LIGHT,0,1,0,0,19,15,10,0,0,0,0,0,4,0,2018
986.0,céu claro,78.0,42.5,0.0,14.0,72.2,0.0,2.0,0,1,0,LIGHT,0,1,0,0,18,9,11,0,0,0,0,0,6,1,2018
1014.0,céu claro,87.0,48.4,0.0,13.0,80.4,0.0,0.0,1,0,0,DARK,0,1,0,0,26,3,8,0,0,0,0,0,6,1,2018
1007.0,nuvens dispersas,88.0,28.438235294117646,10.061764705882354,20.0,119.0,31.1,1.0,1,0,0,DARK,0,0,0,0,13,19,10,0,1,0,0,0,5,1,2018
1021.0,nuvens dispersas,93.0,41.525980911983034,4.2740190880169635,17.0,94.3,8.8,1.0,1,0,0,DARK,0,0,0,0,20,20,9,0,1,0,0,0,3,0,2018
1018.0,céu claro,77.0,25.255719844357976,10.644280155642022,24.0,128.5,38.1,6.0,0,1,0,LIGHT,0,1,0,0,20,17,7,0,0,0,0,0,5,1,2019
1017.0,nuvens quebrados,88.0,24.451078167115902,17.448921832884096,19.0,148.39999999999998,61.8,2.0,0,1,0,LIGHT,0,0,0,0,28,15,8,0,0,0,1,0,1,0,2018
1017.0,nuvens quebradas,100.0,32.657967032967036,4.842032967032964,15.0,72.8,9.4,5.0,1,0,0,DARK,0,0,0,0,21,4,6,0,0,1,0,0,4,0,2019
1000.0,céu claro,66.0,28.817457627118646,16.582542372881353,11.0,118.0,43.1,3.0,0,1,0,LIGHT,0,1,0,0,23,18,4,0,0,0,0,0,1,0,2019
1020.0,céu claro,38.0,30.724680073126144,9.675319926873854,23.0,109.4,26.2,3.0,0,1,0,LIGHT,0,1,0,0,1,14,10,0,0,0,0,0,0,0,2018
1019.0,céu claro,100.0,44.4485294117647,0.551470588235297,15.0,81.6,1.0,1.0,1,0,0,DARK,0,1,0,0,24,6,8,0,0,0,0,0,4,0,2018
1021.0,céu claro,77.0,31.889622641509433,12.010377358490565,18.0,116.6,31.9,1.0,0,1,0,LIGHT,0,1,0,0,12,9,9,0,0,0,0,0,2,0,2018
1016.0,céu claro,64.0,45.010589812332434,2.889410187667565,24.0,74.6,4.5,2.0,1,0,0,DARK,0,1,0,0,2,21,9,0,0,0,0,0,0,0,2019
1007.0,céu claro,72.0,31.34038112522686,8.959618874773138,15.0,110.2,24.5,5.0,0,1,0,LIGHT,0,1,0,0,5,15,11,0,0,0,0,0,0,0,2018
1016.0,algumas nuvens,83.0,27.365540540540543,12.734459459459458,21.0,133.2,42.3,0.0,1,0,0,DARK,1,0,0,0,4,23,8,0,0,0,0,0,5,1,2018
1015.0,céu claro,93.0,19.212730318257957,27.287269681742043,7.0,179.1,105.1,4.0,0,1,0,LIGHT,0,1,0,0,30,9,1,0,0,0,0,0,2,0,2019
1017.0,céu pouco nublado,88.0,27.893670886075945,8.506329113924053,18.0,102.7,24.0,5.0,0,0,1,LOW_LIGHT,0,0,0,1,29,20,6,0,0,0,0,0,5,1,2019
1016.0,céu claro,82.0,35.63057050592034,2.7694294940796595,20.0,92.9,6.7,3.0,0,0,1,LOW_LIGHT,0,1,0,0,26,20,7,0,0,0,0,0,3,0,2018
1015.0,céu claro,31.0,23.87766450417053,10.02233549582947,28.0,107.9,31.9,3.0,0,1,0,LIGHT,0,1,0,0,14,15,5,0,0,0,0,0,1,0,2019
1020.0,céu claro,63.0,24.175624999999997,18.124375,10.0,144.0,61.7,2.0,0,1,0,LIGHT,0,1,0,0,25,9,10,0,0,0,0,0,3,0,2018
1018.0,nuvens quebrados,93.0,35.36055500495541,2.8394449950445946,12.0,100.9,7.5,2.0,0,1,0,LIGHT,0,0,0,0,1,10,11,0,0,0,1,0,3,0,2018
1021.0,céu claro,87.0,42.63232323232323,2.267676767676768,10.0,89.1,4.5,0.0,1,0,0,DARK,0,1,0,0,25,1,10,0,0,0,0,0,3,0,2018
1022.0,céu pouco nublado,67.0,20.03104284559418,17.568957154405823,15.0,123.7,57.8,4.0,0,0,1,LOW_LIGHT,0,0,0,1,7,20,6,0,0,0,0,0,4,0,2019
1019.0,céu claro,77.0,12.661722290894108,22.338277709105892,22.0,242.7,154.9,5.0,0,1,0,LIGHT,0,1,0,0,16,11,8,0,0,0,0,0,4,0,2019
1017.0,céu pouco nublado,77.0,24.972501878286998,16.627498121713003,20.0,133.10000000000002,53.2,4.0,0,1,0,LIGHT,0,0,0,1,22,15,9,0,0,0,0,0,6,1,2019
1017.0,céu claro,77.0,37.13959731543624,4.260402684563758,18.0,89.4,9.2,6.0,1,0,0,DARK,0,1,0,0,18,20,8,0,0,0,0,0,6,1,2019
1017.0,céu claro,39.0,31.819884169884165,8.480115830115832,27.0,103.6,21.8,4.0,0,1,0,LIGHT,0,1,0,0,8,14,9,0,0,0,0,0,6,1,2019
1024.0,nuvens quebrados,87.0,23.41288830138797,16.887111698612028,14.0,151.3,63.4,3.0,0,1,0,LIGHT,0,0,0,0,3,12,11,0,0,0,1,0,5,1,2018
1018.0,algumas nuvens,68.0,23.84027027027027,15.759729729729731,18.0,148.0,58.9,7.0,0,1,0,LIGHT,1,0,0,0,6,17,10,0,0,0,0,0,5,1,2018
1017.0,céu claro,93.0,25.945571536714606,13.954428463285392,19.0,132.10000000000002,46.2,2.0,0,1,0,LIGHT,0,1,0,0,9,9,7,0,0,0,0,0,1,0,2019
1016.0,céu claro,100.0,50.3,0.0,11.0,77.5,0.0,2.0,1,0,0,DARK,0,1,0,0,6,4,10,0,0,0,0,0,5,1,2018
1015.0,nuvens quebradas,100.0,31.974683544303797,13.025316455696203,18.0,118.5,34.3,6.0,0,1,0,LIGHT,0,0,0,0,9,8,8,0,0,1,0,0,4,0,2019
