city_name,record_date,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_PRECIPITATION,AVERAGE_RAIN,AVERAGE_DISTANCE_FREE,AVERAGE_TIME,AVERAGE_SPEED,AVERAGE_SPEED_DIFF_Num,year,day,AVERAGE_CLOUDINESS
Porto,2018-09-03 23:00:00,41.3,1.4,86.4,DARK,17.0,1013.0,93.0,1.0,0.0,NOTHING,3568.32,87.80000000000001,40.641457858769925,0.6585421412300718,2018,3,nuvens quebradas
Porto,2018-11-25 09:00:00,42.1,0.0,76.6,LIGHT,10.0,1012.0,93.0,1.0,0.0,NOTHING,3224.8599999999997,76.6,42.1,0.0,2018,25,nuvens quebradas
Porto,2018-11-05 11:00:00,40.7,26.3,80.9,LIGHT,13.0,1006.0,76.0,4.0,0.0,chuva moderada,3292.6300000000006,107.2,30.714832089552242,9.98516791044776,2018,5,nuvens quebradas
Porto,2019-07-14 15:00:00,33.2,52.7,90.4,LIGHT,24.0,1016.0,88.0,4.0,0.0,NOTHING,3001.2800000000007,143.10000000000002,20.97330538085255,12.226694619147452,2019,14,nuvens quebradas
Porto,2019-09-26 11:00:00,37.0,52.9,91.2,LIGHT,19.0,1022.0,77.0,1.0,0.0,NOTHING,3374.4,144.1,23.417071478140183,13.582928521859817,2019,26,nuvens quebradas
Porto,2019-05-08 14:00:00,34.2,61.8,68.8,LIGHT,16.0,1014.0,82.0,6.0,0.0,NOTHING,2352.96,130.6,18.01653905053599,16.183460949464013,2019,8,céu pouco nublado
Porto,2018-11-07 03:00:00,42.3,1.0,86.0,DARK,13.0,1008.0,82.0,3.0,0.0,NOTHING,3637.7999999999997,87.0,41.813793103448276,0.486206896551721,2018,7,nuvens quebradas
Porto,2019-05-10 11:00:00,33.5,57.9,76.8,LIGHT,17.0,1016.0,82.0,4.0,0.0,NOTHING,2572.7999999999997,134.7,19.10022271714922,14.399777282850781,2019,10,nuvens quebradas
Porto,2019-06-14 23:00:00,37.9,17.1,80.8,DARK,14.0,1020.0,87.0,2.0,0.0,NOTHING,3062.3199999999997,97.9,31.28008171603677,6.61991828396323,2019,14,céu pouco nublado
Porto,2019-06-26 05:00:00,40.4,1.8,68.1,DARK,16.0,1014.0,93.0,1.0,0.0,NOTHING,2751.24,69.89999999999999,39.35965665236051,1.0403433476394852,2019,26,céu pouco nublado
Porto,2019-02-09 05:00:00,44.2,0.0,85.8,DARK,12.0,1022.0,93.0,5.0,0.0,NOTHING,3792.36,85.8,44.2,0.0,2019,9,nuvens quebradas
Porto,2019-06-07 01:00:00,36.5,3.5,68.4,DARK,11.0,1012.0,82.0,2.0,0.0,NOTHING,2496.6000000000004,71.9,34.723226703755216,1.7767732962447838,2019,7,céu pouco nublado
Porto,2019-09-24 06:00:00,48.6,9.3,83.6,DARK,16.0,1018.0,100.0,7.0,0.0,chuva moderada,4062.96,92.89999999999999,43.734768568353076,4.865231431646926,2019,24,nuvens quebradas
Porto,2018-10-07 23:00:00,41.2,0.0,90.2,DARK,11.0,1018.0,66.0,2.0,0.0,NOTHING,3716.2400000000002,90.2,41.2,0.0,2018,7,céu limpo
Porto,2019-05-23 14:00:00,33.6,25.8,72.2,LIGHT,19.0,1020.0,72.0,4.0,0.0,NOTHING,2425.92,98.0,24.754285714285714,8.845714285714287,2019,23,nuvens quebradas
Porto,2018-10-20 22:00:00,42.9,33.8,87.0,DARK,21.0,1017.0,53.0,2.0,0.0,NOTHING,3732.2999999999997,120.8,30.896523178807946,12.003476821192052,2018,20,céu limpo
Porto,2019-08-23 15:00:00,39.9,41.2,81.3,LIGHT,29.0,1017.0,83.0,2.0,0.0,NOTHING,3243.87,122.5,26.480571428571427,13.419428571428572,2019,23,céu pouco nublado
Porto,2019-08-29 04:00:00,44.8,0.0,81.4,DARK,15.0,1019.0,100.0,5.0,0.0,NOTHING,3646.72,81.4,44.8,0.0,2019,29,nuvens quebradas
Porto,2018-12-02 03:00:00,39.4,0.0,70.1,DARK,13.0,1024.0,93.0,5.0,0.0,NOTHING,2761.9399999999996,70.1,39.4,0.0,2018,2,nuvens quebradas
Porto,2018-10-05 15:00:00,37.9,102.6,88.8,LIGHT,20.0,1015.0,68.0,3.0,0.0,NOTHING,3365.52,191.39999999999998,17.58369905956113,20.316300940438868,2018,5,céu limpo
Porto,2019-09-04 01:00:00,51.5,0.6,75.9,DARK,18.0,1019.0,93.0,3.0,0.0,NOTHING,3908.8500000000004,76.5,51.096078431372554,0.403921568627446,2019,4,nuvens quebradas
Porto,2019-09-28 21:00:00,41.6,9.5,74.4,DARK,15.0,1020.0,93.0,1.0,0.0,NOTHING,3095.0400000000004,83.9,36.8896305125149,4.710369487485103,2019,28,nuvens quebradas
Porto,2018-10-17 08:00:00,42.4,110.1,86.1,LIGHT,14.0,1018.0,93.0,3.0,0.0,NOTHING,3650.6399999999994,196.2,18.606727828746177,23.79327217125382,2018,17,nuvens quebradas
Porto,2018-11-26 14:00:00,33.2,16.2,74.3,LIGHT,12.0,1004.0,76.0,1.0,0.0,NOTHING,2466.76,90.5,27.257016574585638,5.942983425414365,2018,26,céu limpo
Porto,2018-11-02 23:00:00,46.4,2.6,70.4,DARK,13.0,1026.0,100.0,2.0,0.0,NOTHING,3266.56,73.0,44.74739726027397,1.652602739726028,2018,2,nuvens quebradas
Porto,2019-05-04 21:00:00,37.1,5.6,75.5,DARK,17.0,1014.0,72.0,0.0,0.0,NOTHING,2801.05,81.1,34.538224414303336,2.5617755856966653,2019,4,céu pouco nublado
Porto,2019-09-16 19:00:00,40.4,18.9,82.1,DARK,20.0,1016.0,82.0,1.0,0.0,NOTHING,3316.8399999999997,101.0,32.839999999999996,7.560000000000002,2019,16,céu pouco nublado
Porto,2019-07-16 18:00:00,37.1,45.9,81.5,LIGHT,24.0,1013.0,78.0,2.0,0.0,NOTHING,3023.65,127.4,23.733516483516482,13.36648351648352,2019,16,nuvens quebradas
Porto,2018-10-03 16:00:00,39.6,43.0,88.3,LIGHT,26.0,1020.0,25.0,3.0,0.0,NOTHING,3496.68,131.3,26.63122619954303,12.968773800456972,2018,3,céu limpo
Porto,2018-10-08 05:00:00,45.1,0.0,88.3,DARK,11.0,1016.0,50.0,2.0,0.0,NOTHING,3982.33,88.3,45.1,0.0,2018,8,céu limpo
Porto,2018-08-10 00:00:00,45.6,3.3,85.3,DARK,14.0,1022.0,87.0,2.0,0.0,NOTHING,3889.68,88.6,43.901580135440184,1.698419864559817,2018,10,céu limpo
Porto,2018-09-20 05:00:00,42.1,0.0,88.4,DARK,15.0,1020.0,100.0,1.0,0.0,NOTHING,3721.6400000000003,88.4,42.1,0.0,2018,20,céu limpo
Porto,2019-06-12 11:00:00,33.5,49.9,76.7,LIGHT,17.0,1017.0,48.0,5.0,0.0,NOTHING,2569.4500000000003,126.6,20.29581358609795,13.20418641390205,2019,12,céu pouco nublado
Porto,2019-05-15 17:00:00,41.5,114.1,72.4,LIGHT,21.0,1015.0,87.0,5.0,0.0,NOTHING,3004.6000000000004,186.5,16.11045576407507,25.38954423592493,2019,15,nuvens quebradas
Porto,2019-06-27 07:00:00,40.7,46.5,73.2,LIGHT,16.0,1016.0,100.0,0.0,0.0,NOTHING,2979.2400000000002,119.7,24.889223057644113,15.81077694235589,2019,27,nuvens quebradas
Porto,2018-10-02 22:00:00,43.5,16.4,86.5,DARK,16.0,1021.0,44.0,3.0,0.0,NOTHING,3762.75,102.9,36.567055393586,6.932944606413997,2018,2,céu limpo
Porto,2018-09-10 13:00:00,34.7,18.9,87.1,LIGHT,24.0,1022.0,57.0,3.0,0.0,NOTHING,3022.37,106.0,28.512924528301888,6.187075471698115,2018,10,céu limpo
Porto,2018-11-21 05:00:00,37.3,4.8,66.3,DARK,10.0,1006.0,93.0,0.0,0.0,chuva moderada,2472.99,71.1,34.78185654008439,2.5181434599156063,2018,21,nuvens quebradas
Porto,2018-11-15 13:00:00,35.1,13.0,69.9,LIGHT,20.0,1015.0,64.0,2.0,0.0,NOTHING,2453.4900000000002,82.9,29.59577804583836,5.50422195416164,2018,15,nuvens quebradas
Porto,2019-08-13 00:00:00,40.4,8.5,91.7,DARK,16.0,1021.0,93.0,1.0,0.0,NOTHING,3704.68,100.2,36.972854291417164,3.4271457085828345,2019,13,nuvens quebradas
Porto,2018-10-18 19:00:00,41.3,21.6,84.2,DARK,18.0,1012.0,68.0,5.0,0.0,NOTHING,3477.46,105.80000000000001,32.86824196597353,8.431758034026466,2018,18,céu limpo
Porto,2019-06-29 19:00:00,35.6,20.0,80.7,LIGHT,21.0,1017.0,88.0,7.0,0.0,NOTHING,2872.92,100.7,28.529493545183715,7.070506454816286,2019,29,céu pouco nublado
Porto,2019-01-26 17:00:00,34.6,77.1,90.9,LIGHT,12.0,1019.0,76.0,3.0,0.0,NOTHING,3145.1400000000003,168.0,18.72107142857143,15.87892857142857,2019,26,nuvens quebradas
Porto,2019-06-16 14:00:00,42.0,36.1,85.4,LIGHT,21.0,1018.0,68.0,5.0,0.0,NOTHING,3586.8,121.5,29.52098765432099,12.47901234567901,2019,16,céu pouco nublado
Porto,2019-06-08 04:00:00,37.8,2.5,66.1,DARK,9.0,1023.0,93.0,1.0,0.0,NOTHING,2498.5799999999995,68.6,36.422448979591834,1.3775510204081627,2019,8,nuvens quebradas
Porto,2019-07-23 08:00:00,44.1,39.8,74.9,LIGHT,17.0,1016.0,100.0,2.0,0.0,NOTHING,3303.09,114.7,28.797646033129904,15.302353966870097,2019,23,nuvens quebradas
Porto,2019-09-12 07:00:00,45.2,61.4,77.0,LIGHT,18.0,1024.0,49.0,6.0,0.0,NOTHING,3480.4,138.4,25.147398843930635,20.052601156069368,2019,12,céu limpo
Porto,2018-09-27 16:00:00,39.6,70.3,88.3,LIGHT,25.0,1024.0,69.0,3.0,0.0,NOTHING,3496.68,158.6,22.047162673392183,17.55283732660782,2018,27,céu limpo
Porto,2019-09-27 10:00:00,41.7,112.0,79.5,LIGHT,17.0,1022.0,88.0,3.0,0.0,NOTHING,3315.15,191.5,17.311488250652744,24.38851174934726,2019,27,nuvens quebradas
Porto,2018-10-29 01:00:00,45.8,0.0,84.7,DARK,7.0,1013.0,81.0,0.0,0.0,NOTHING,3879.2599999999998,84.7,45.8,0.0,2018,29,nuvens quebradas
Porto,2018-10-01 02:00:00,42.4,1.9,88.3,DARK,15.0,1019.0,100.0,0.0,0.0,NOTHING,3743.9199999999996,90.2,41.50687361419068,0.8931263858093175,2018,1,céu limpo
Porto,2019-01-28 04:00:00,55.9,1.2,66.3,DARK,10.0,1024.0,93.0,2.0,0.0,NOTHING,3706.1699999999996,67.5,54.90622222222222,0.9937777777777796,2019,28,nuvens quebradas
Porto,2019-05-05 22:00:00,41.4,2.6,75.1,DARK,14.0,1018.0,87.0,4.0,0.0,NOTHING,3109.14,77.69999999999999,40.01467181467182,1.3853281853281771,2019,5,nublado
Porto,2019-02-14 04:00:00,37.4,19.8,89.0,DARK,8.0,1025.0,66.0,5.0,0.0,NOTHING,3328.6,108.8,30.59375,6.806249999999999,2019,14,céu limpo
Porto,2019-07-04 08:00:00,39.5,109.3,80.9,LIGHT,17.0,1014.0,100.0,2.0,0.0,NOTHING,3195.55,190.2,16.800998948475293,22.699001051524707,2019,4,nuvens quebradas
Porto,2019-06-12 05:00:00,35.7,0.0,62.7,DARK,10.0,1017.0,76.0,4.0,0.0,NOTHING,2238.3900000000003,62.7,35.7,0.0,2019,12,nuvens quebradas
Porto,2019-04-12 09:00:00,37.4,98.7,77.2,LIGHT,13.0,1021.0,71.0,3.0,0.0,NOTHING,2887.28,175.9,16.414326321773736,20.985673678226263,2019,12,céu limpo
Porto,2019-05-18 21:00:00,35.7,10.7,72.1,DARK,13.0,1017.0,76.0,3.0,0.0,NOTHING,2573.97,82.8,31.08659420289855,4.6134057971014535,2019,18,céu pouco nublado
Porto,2019-05-09 14:00:00,41.0,40.2,71.8,LIGHT,16.0,1012.0,100.0,7.0,0.0,chuva fraca,2943.7999999999997,112.0,26.283928571428568,14.716071428571432,2019,9,nuvens quebradas
Porto,2019-05-11 10:00:00,36.2,139.1,78.9,LIGHT,16.0,1023.0,77.0,4.0,0.0,NOTHING,2856.1800000000003,218.0,13.101743119266056,23.09825688073395,2019,11,céu pouco nublado
Porto,2019-01-25 01:00:00,42.0,0.0,75.9,DARK,11.0,1021.0,93.0,3.0,0.0,NOTHING,3187.8,75.9,42.0,0.0,2019,25,céu limpo
Porto,2018-11-15 17:00:00,35.0,28.4,81.6,DARK,19.0,1015.0,72.0,2.0,0.0,NOTHING,2856.0,110.0,25.963636363636365,9.036363636363635,2018,15,céu limpo
Porto,2019-01-28 11:00:00,38.2,18.0,67.7,LIGHT,13.0,1024.0,87.0,5.0,0.0,chuva moderada,2586.1400000000003,85.7,30.176662777129525,8.023337222870477,2019,28,nuvens quebradas
Porto,2019-02-02 14:00:00,32.2,18.9,81.8,LIGHT,11.0,1021.0,50.0,6.0,0.0,NOTHING,2633.96,100.69999999999999,26.15650446871897,6.043495531281032,2019,2,nuvens quebradas
Porto,2018-08-20 18:00:00,39.6,91.5,87.8,LIGHT,29.0,1014.0,33.0,3.0,0.0,NOTHING,3476.88,179.3,19.391411042944785,20.208588957055216,2018,20,céu limpo
Porto,2018-11-02 16:00:00,44.3,52.3,80.4,LIGHT,15.0,1025.0,93.0,4.0,0.0,NOTHING,3561.72,132.7,26.840391861341374,17.459608138658623,2018,2,nuvens quebradas
Porto,2019-09-07 08:00:00,45.0,4.1,79.6,LIGHT,17.0,1018.0,39.0,5.0,0.0,NOTHING,3581.9999999999995,83.69999999999999,42.795698924731184,2.204301075268816,2019,7,céu limpo
Porto,2019-01-27 02:00:00,37.5,0.8,67.1,DARK,11.0,1021.0,93.0,1.0,0.0,NOTHING,2516.25,67.89999999999999,37.05817378497791,0.44182621502208974,2019,27,nublado
Porto,2019-07-21 17:00:00,37.6,40.9,85.0,LIGHT,26.0,1018.0,73.0,4.0,0.0,NOTHING,3196.0,125.9,25.385226370135026,12.214773629864975,2019,21,céu pouco nublado
Porto,2018-12-06 10:00:00,44.3,29.1,76.7,LIGHT,13.0,1031.0,93.0,0.0,0.0,NOTHING,3397.81,105.80000000000001,32.11540642722117,12.18459357277883,2018,6,nuvens quebradas
Porto,2018-08-14 22:00:00,41.2,11.9,84.0,DARK,18.0,1016.0,88.0,2.0,0.0,NOTHING,3460.8,95.9,36.08759124087591,5.112408759124094,2018,14,céu limpo
Porto,2019-05-19 10:00:00,34.1,16.4,80.2,LIGHT,13.0,1016.0,58.0,3.0,0.0,NOTHING,2734.82,96.6,28.310766045548657,5.789233954451344,2019,19,céu pouco nublado
Porto,2019-09-23 08:00:00,46.2,155.6,71.5,LIGHT,13.0,1020.0,93.0,3.0,0.0,NOTHING,3303.3,227.1,14.545574636723911,31.65442536327609,2019,23,nuvens quebradas
Porto,2019-02-17 23:00:00,39.3,0.0,90.2,DARK,11.0,1017.0,93.0,2.0,0.0,chuva fraca,3544.8599999999997,90.2,39.3,0.0,2019,17,nuvens quebradas
Porto,2018-08-15 03:00:00,46.2,0.0,87.3,DARK,16.0,1015.0,93.0,1.0,0.0,NOTHING,4033.26,87.3,46.2,0.0,2018,15,céu limpo
Porto,2019-06-01 09:00:00,36.3,12.3,78.7,LIGHT,25.0,1018.0,47.0,1.0,0.0,NOTHING,2856.81,91.0,31.393516483516482,4.906483516483515,2019,1,céu pouco nublado
Porto,2019-05-25 03:00:00,36.8,0.8,69.0,DARK,15.0,1019.0,63.0,5.0,0.0,NOTHING,2539.2,69.8,36.378223495702,0.42177650429799485,2019,25,céu limpo
Porto,2019-05-25 15:00:00,35.4,39.6,80.8,LIGHT,23.0,1020.0,60.0,5.0,0.0,NOTHING,2860.3199999999997,120.4,23.756810631229232,11.643189368770766,2019,25,céu pouco nublado
Porto,2018-10-08 01:00:00,45.4,1.9,89.7,DARK,12.0,1017.0,44.0,3.0,0.0,NOTHING,4072.38,91.60000000000001,44.45829694323144,0.94170305676856,2018,8,céu limpo
Porto,2019-08-15 12:00:00,46.8,47.7,87.6,LIGHT,24.0,1021.0,73.0,4.0,0.0,NOTHING,4099.679999999999,135.3,30.30066518847006,16.499334811529938,2019,15,céu pouco nublado
Porto,2019-05-08 11:00:00,33.3,42.7,84.1,LIGHT,15.0,1013.0,87.0,4.0,0.0,NOTHING,2800.5299999999997,126.8,22.086198738170346,11.213801261829651,2019,8,nuvens quebradas
Porto,2019-09-16 05:00:00,42.1,0.0,79.6,DARK,16.0,1017.0,93.0,2.0,0.0,NOTHING,3351.16,79.6,42.1,0.0,2019,16,nuvens quebradas
Porto,2018-10-27 22:00:00,42.5,0.0,83.8,DARK,8.0,1010.0,75.0,4.0,0.0,NOTHING,3561.5,83.8,42.5,0.0,2018,27,céu limpo
Porto,2019-08-15 18:00:00,33.6,62.7,92.9,LIGHT,21.0,1019.0,77.0,5.0,0.0,NOTHING,3121.4400000000005,155.60000000000002,20.060668380462726,13.539331619537275,2019,15,nuvens quebradas
Porto,2019-02-25 16:00:00,35.5,34.5,97.6,LIGHT,19.0,1028.0,46.0,2.0,0.0,NOTHING,3464.7999999999997,132.1,26.228614685844057,9.271385314155943,2019,25,céu limpo
Porto,2018-09-24 04:00:00,44.0,0.0,87.4,DARK,14.0,1021.0,100.0,0.0,0.0,NOTHING,3845.6000000000004,87.4,44.0,0.0,2018,24,céu limpo
Porto,2019-07-18 18:00:00,40.7,83.7,84.3,LIGHT,24.0,1015.0,83.0,4.0,0.0,NOTHING,3431.01,168.0,20.422678571428573,20.27732142857143,2019,18,nuvens quebradas
Porto,2018-11-25 04:00:00,38.7,0.6,81.6,DARK,11.0,1010.0,93.0,1.0,0.0,NOTHING,3157.92,82.19999999999999,38.41751824817519,0.28248175182481106,2018,25,nuvens quebradas
Porto,2019-04-12 01:00:00,35.6,1.3,71.1,DARK,8.0,1021.0,93.0,0.0,0.0,NOTHING,2531.16,72.39999999999999,34.960773480662986,0.639226519337015,2019,12,céu limpo
Porto,2019-02-18 10:00:00,44.4,71.2,77.2,LIGHT,10.0,1018.0,93.0,3.0,0.0,NOTHING,3427.68,148.4,23.097574123989215,21.302425876010783,2019,18,nuvens quebradas
Porto,2019-02-11 15:00:00,35.7,44.7,100.9,LIGHT,13.0,1029.0,66.0,3.0,0.0,NOTHING,3602.1300000000006,145.60000000000002,24.739903846153847,10.960096153846155,2019,11,céu limpo
Porto,2019-02-27 16:00:00,31.7,19.4,95.2,LIGHT,15.0,1028.0,67.0,2.0,0.0,NOTHING,3017.84,114.6,26.333682373472953,5.366317626527046,2019,27,nuvens quebradas
Porto,2019-02-20 00:00:00,37.8,2.4,90.6,DARK,4.0,1021.0,93.0,2.0,0.0,NOTHING,3424.6799999999994,93.0,36.824516129032254,0.9754838709677429,2019,20,céu limpo
Porto,2019-03-01 06:00:00,39.1,0.0,91.6,DARK,8.0,1027.0,100.0,0.0,0.0,chuva fraca,3581.56,91.6,39.1,0.0,2019,1,céu limpo
Porto,2019-06-17 16:00:00,35.5,48.3,81.6,LIGHT,18.0,1015.0,82.0,2.0,0.0,NOTHING,2896.7999999999997,129.89999999999998,22.30023094688222,13.19976905311778,2019,17,nuvens quebradas
Porto,2018-09-18 14:00:00,34.7,19.4,91.0,LIGHT,21.0,1018.0,88.0,3.0,0.0,NOTHING,3157.7000000000003,110.4,28.60235507246377,6.097644927536233,2018,18,nuvens quebradas
Porto,2019-07-11 09:00:00,43.1,157.7,78.3,LIGHT,26.0,1014.0,65.0,1.0,0.0,NOTHING,3374.73,236.0,14.299703389830508,28.800296610169493,2019,11,céu pouco nublado
Porto,2018-12-07 15:00:00,41.7,41.2,81.2,LIGHT,14.0,1030.0,87.0,3.0,0.0,NOTHING,3386.0400000000004,122.4,27.663725490196082,14.03627450980392,2018,7,nuvens quebradas
Porto,2018-10-14 12:00:00,41.4,8.7,85.1,LIGHT,15.0,1015.0,77.0,6.0,0.0,chuva,3523.1399999999994,93.8,37.56012793176972,3.839872068230278,2018,14,nuvens quebradas
Porto,2018-09-02 05:00:00,43.5,0.0,86.0,DARK,20.0,1011.0,73.0,2.0,0.0,NOTHING,3741.0,86.0,43.5,0.0,2018,2,céu limpo
Porto,2018-09-24 19:00:00,40.4,7.3,83.2,DARK,23.0,1019.0,50.0,4.0,0.0,NOTHING,3361.28,90.5,37.141215469613265,3.258784530386734,2018,24,céu limpo
Porto,2019-06-20 07:00:00,41.8,0.0,83.1,LIGHT,14.0,1016.0,93.0,1.0,0.0,NOTHING,3473.5799999999995,83.1,41.8,0.0,2019,20,nuvens quebradas
Porto,2018-07-25 17:00:00,40.8,74.6,89.3,LIGHT,20.0,1015.0,82.0,2.0,0.0,NOTHING,3643.4399999999996,163.89999999999998,22.229652226967662,18.570347773032335,2018,25,nuvens quebradas
Porto,2018-09-09 15:00:00,38.1,70.7,89.9,LIGHT,18.0,1021.0,88.0,2.0,0.0,NOTHING,3425.1900000000005,160.60000000000002,21.327459526774597,16.772540473225405,2018,9,nuvens quebradas
Porto,2018-09-23 04:00:00,44.5,0.0,85.4,DARK,13.0,1022.0,100.0,0.0,0.0,NOTHING,3800.3,85.4,44.5,0.0,2018,23,céu limpo
Porto,2019-07-20 21:00:00,39.9,10.5,92.9,DARK,18.0,1019.0,88.0,4.0,0.0,NOTHING,3706.71,103.4,35.84825918762089,4.0517408123791085,2019,20,nuvens quebradas
Porto,2018-10-12 11:00:00,37.9,23.8,89.3,LIGHT,21.0,1018.0,68.0,9.0,0.0,NOTHING,3384.47,113.1,29.924580017683464,7.975419982316534,2018,12,nuvens quebradas
Porto,2018-08-10 03:00:00,44.3,0.0,85.8,DARK,13.0,1022.0,87.0,2.0,0.0,NOTHING,3800.9399999999996,85.8,44.3,0.0,2018,10,céu limpo
Porto,2019-04-14 04:00:00,35.9,4.8,78.2,DARK,14.0,1017.0,100.0,4.0,0.0,chuva fraca,2807.38,83.0,33.82385542168675,2.0761445783132473,2019,14,nuvens quebradas
Porto,2018-10-19 15:00:00,42.8,129.6,86.2,LIGHT,22.0,1013.0,56.0,5.0,0.0,NOTHING,3689.3599999999997,215.8,17.09620018535681,25.703799814643187,2018,19,céu limpo
Porto,2018-11-18 09:00:00,42.5,0.0,72.2,LIGHT,14.0,986.0,78.0,2.0,0.0,chuva fraca,3068.5,72.2,42.5,0.0,2018,18,nuvens quebradas
Porto,2018-08-26 03:00:00,48.4,0.0,80.4,DARK,13.0,1014.0,87.0,0.0,0.0,NOTHING,3891.36,80.4,48.4,0.0,2018,26,céu limpo
Porto,2018-10-13 19:00:00,38.5,31.1,87.9,DARK,20.0,1007.0,88.0,1.0,0.0,NOTHING,3384.15,119.0,28.438235294117646,10.061764705882354,2018,13,nuvens quebradas
Porto,2018-09-20 20:00:00,45.8,8.8,85.5,DARK,17.0,1021.0,93.0,1.0,0.0,NOTHING,3915.8999999999996,94.3,41.525980911983034,4.2740190880169635,2018,20,nuvens quebradas
Porto,2019-07-20 17:00:00,35.9,38.1,90.4,LIGHT,24.0,1018.0,77.0,6.0,0.0,NOTHING,3245.36,128.5,25.255719844357976,10.644280155642022,2019,20,céu pouco nublado
Porto,2018-08-28 15:00:00,41.9,61.8,86.6,LIGHT,19.0,1017.0,88.0,2.0,0.0,NOTHING,3628.5399999999995,148.39999999999998,24.451078167115902,17.448921832884096,2018,28,nuvens quebradas
Porto,2019-06-21 04:00:00,37.5,9.4,63.4,DARK,15.0,1017.0,100.0,5.0,0.0,NOTHING,2377.5,72.8,32.657967032967036,4.842032967032964,2019,21,nuvens quebradas
Porto,2019-04-23 18:00:00,45.4,43.1,74.9,LIGHT,11.0,1000.0,66.0,3.0,0.0,aguaceiros fracos,3400.46,118.0,28.817457627118646,16.582542372881353,2019,23,nuvens quebradas
Porto,2018-10-01 14:00:00,40.4,26.2,83.2,LIGHT,23.0,1020.0,38.0,3.0,0.0,NOTHING,3361.28,109.4,30.724680073126144,9.675319926873854,2018,1,céu limpo
Porto,2018-08-24 06:00:00,45.0,1.0,80.6,DARK,15.0,1019.0,100.0,1.0,0.0,NOTHING,3626.9999999999995,81.6,44.4485294117647,0.551470588235297,2018,24,céu limpo
Porto,2018-09-12 09:00:00,43.9,31.9,84.7,LIGHT,18.0,1021.0,77.0,1.0,0.0,NOTHING,3718.33,116.6,31.889622641509433,12.010377358490565,2018,12,céu limpo
Porto,2019-09-02 21:00:00,47.9,4.5,70.1,DARK,24.0,1016.0,64.0,2.0,0.0,NOTHING,3357.7899999999995,74.6,45.010589812332434,2.889410187667565,2019,2,céu limpo
Porto,2018-11-05 15:00:00,40.3,24.5,85.7,LIGHT,15.0,1007.0,72.0,5.0,0.0,chuva,3453.71,110.2,31.34038112522686,8.959618874773138,2018,5,nuvens quebradas
Porto,2018-08-04 23:00:00,40.1,42.3,90.9,DARK,21.0,1016.0,83.0,0.0,0.0,NOTHING,3645.09,133.2,27.365540540540543,12.734459459459458,2018,4,nuvens quebradas
